Disease,Description,Medication,Diet,workout,Precaution_1,Precaution_2,Precaution_3,Precaution_4,Symptoms,Information
hepatitis A,hepatitis A is a viral liver disease.,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']","['Hepatitis A Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Include vitamin C-rich foods,Consult nearest hospital,wash hands through,avoid fatty spicy food,medication,"Chicken pox, itching,  skin_rash,  fatigue,  lethargy","Disease: hepatitis A, Symptoms: Chicken pox, itching,  skin_rash,  fatigue,  lethargy, Medication: ['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant'], Diet: ['Hepatitis A Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
hepatitis A,hepatitis A is a viral liver disease.,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']","['Hepatitis A Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Consult a healthcare professional,Consult nearest hospital,wash hands through,avoid fatty spicy food,medication,"Chicken pox, itching,  skin_rash,  fatigue,  lethargy","Disease: hepatitis A, Symptoms: Chicken pox, itching,  skin_rash,  fatigue,  lethargy, Medication: ['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant'], Diet: ['Hepatitis A Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
hepatitis A,hepatitis A is a viral liver disease.,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']","['Hepatitis A Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Rest and conserve energy,Consult nearest hospital,wash hands through,avoid fatty spicy food,medication,"Chicken pox, itching,  skin_rash,  fatigue,  lethargy","Disease: hepatitis A, Symptoms: Chicken pox, itching,  skin_rash,  fatigue,  lethargy, Medication: ['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant'], Diet: ['Hepatitis A Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
hepatitis A,hepatitis A is a viral liver disease.,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']","['Hepatitis A Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Gradually resume normal diet,Consult nearest hospital,wash hands through,avoid fatty spicy food,medication,"Chicken pox, itching,  skin_rash,  fatigue,  lethargy","Disease: hepatitis A, Symptoms: Chicken pox, itching,  skin_rash,  fatigue,  lethargy, Medication: ['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant'], Diet: ['Hepatitis A Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
Hepatitis B,Hepatitis B is a viral infection that attacks the liver.,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']","['Hepatitis B Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Follow a balanced and nutritious diet,consult nearest hospital,vaccination,eat healthy,medication,"Dengue,  skin_rash,  chills,  joint_pain,  vomiting","Disease: Hepatitis B, Symptoms: Dengue,  skin_rash,  chills,  joint_pain,  vomiting, Medication: ['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant'], Diet: ['Hepatitis B Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
Hepatitis B,Hepatitis B is a viral infection that attacks the liver.,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']","['Hepatitis B Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Stay hydrated,consult nearest hospital,vaccination,eat healthy,medication,"Dengue,  skin_rash,  chills,  joint_pain,  vomiting","Disease: Hepatitis B, Symptoms: Dengue,  skin_rash,  chills,  joint_pain,  vomiting, Medication: ['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant'], Diet: ['Hepatitis B Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
Hepatitis B,Hepatitis B is a viral infection that attacks the liver.,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']","['Hepatitis B Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Include protein-rich foods,consult nearest hospital,vaccination,eat healthy,medication,"Dengue,  skin_rash,  chills,  joint_pain,  vomiting","Disease: Hepatitis B, Symptoms: Dengue,  skin_rash,  chills,  joint_pain,  vomiting, Medication: ['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant'], Diet: ['Hepatitis B Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
Hepatitis B,Hepatitis B is a viral infection that attacks the liver.,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']","['Hepatitis B Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Consume nutrient-rich foods,consult nearest hospital,vaccination,eat healthy,medication,"Dengue,  skin_rash,  chills,  joint_pain,  vomiting","Disease: Hepatitis B, Symptoms: Dengue,  skin_rash,  chills,  joint_pain,  vomiting, Medication: ['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant'], Diet: ['Hepatitis B Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
Hepatitis B,Hepatitis B is a viral infection that attacks the liver.,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']","['Hepatitis B Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Limit fatty foods,consult nearest hospital,vaccination,eat healthy,medication,"Dengue,  chills,  joint_pain,  vomiting,  fatigue","Disease: Hepatitis B, Symptoms: Dengue,  chills,  joint_pain,  vomiting,  fatigue, Medication: ['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant'], Diet: ['Hepatitis B Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
Hepatitis B,Hepatitis B is a viral infection that attacks the liver.,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']","['Hepatitis B Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Avoid alcohol and caffeine,consult nearest hospital,vaccination,eat healthy,medication,"Dengue,  skin_rash,  joint_pain,  vomiting,  fatigue","Disease: Hepatitis B, Symptoms: Dengue,  skin_rash,  joint_pain,  vomiting,  fatigue, Medication: ['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant'], Diet: ['Hepatitis B Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
Hepatitis B,Hepatitis B is a viral infection that attacks the liver.,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']","['Hepatitis B Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Include vitamin C-rich foods,consult nearest hospital,vaccination,eat healthy,medication,"Dengue,  skin_rash,  chills,  vomiting,  fatigue","Disease: Hepatitis B, Symptoms: Dengue,  skin_rash,  chills,  vomiting,  fatigue, Medication: ['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant'], Diet: ['Hepatitis B Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
Hepatitis B,Hepatitis B is a viral infection that attacks the liver.,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']","['Hepatitis B Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Consult a healthcare professional,consult nearest hospital,vaccination,eat healthy,medication,"Dengue,  skin_rash,  chills,  joint_pain,  fatigue","Disease: Hepatitis B, Symptoms: Dengue,  skin_rash,  chills,  joint_pain,  fatigue, Medication: ['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant'], Diet: ['Hepatitis B Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
Hepatitis B,Hepatitis B is a viral infection that attacks the liver.,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']","['Hepatitis B Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Rest and conserve energy,consult nearest hospital,vaccination,eat healthy,medication,"Dengue,  skin_rash,  chills,  joint_pain,  vomiting","Disease: Hepatitis B, Symptoms: Dengue,  skin_rash,  chills,  joint_pain,  vomiting, Medication: ['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant'], Diet: ['Hepatitis B Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
Hepatitis B,Hepatitis B is a viral infection that attacks the liver.,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']","['Hepatitis B Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Gradually resume normal diet,consult nearest hospital,vaccination,eat healthy,medication,"Dengue,  skin_rash,  chills,  joint_pain,  vomiting","Disease: Hepatitis B, Symptoms: Dengue,  skin_rash,  chills,  joint_pain,  vomiting, Medication: ['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant'], Diet: ['Hepatitis B Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
Hepatitis C,Hepatitis C is a viral infection that causes liver inflammation.,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']","['Hepatitis C Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Follow a balanced and nutritious diet,Consult nearest hospital,vaccination,eat healthy,medication,"Typhoid,  chills,  vomiting,  fatigue,  high_fever","Disease: Hepatitis C, Symptoms: Typhoid,  chills,  vomiting,  fatigue,  high_fever, Medication: ['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant'], Diet: ['Hepatitis C Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
Hepatitis C,Hepatitis C is a viral infection that causes liver inflammation.,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']","['Hepatitis C Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Stay hydrated,Consult nearest hospital,vaccination,eat healthy,medication,"Typhoid,  chills,  vomiting,  fatigue,  high_fever","Disease: Hepatitis C, Symptoms: Typhoid,  chills,  vomiting,  fatigue,  high_fever, Medication: ['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant'], Diet: ['Hepatitis C Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
Hepatitis C,Hepatitis C is a viral infection that causes liver inflammation.,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']","['Hepatitis C Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Include protein-rich foods,Consult nearest hospital,vaccination,eat healthy,medication,"Typhoid,  chills,  vomiting,  fatigue,  high_fever","Disease: Hepatitis C, Symptoms: Typhoid,  chills,  vomiting,  fatigue,  high_fever, Medication: ['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant'], Diet: ['Hepatitis C Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
Hepatitis C,Hepatitis C is a viral infection that causes liver inflammation.,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']","['Hepatitis C Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Consume nutrient-rich foods,Consult nearest hospital,vaccination,eat healthy,medication,"Typhoid,  chills,  vomiting,  fatigue,  high_fever","Disease: Hepatitis C, Symptoms: Typhoid,  chills,  vomiting,  fatigue,  high_fever, Medication: ['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant'], Diet: ['Hepatitis C Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
Hepatitis C,Hepatitis C is a viral infection that causes liver inflammation.,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']","['Hepatitis C Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Limit fatty foods,Consult nearest hospital,vaccination,eat healthy,medication,"Typhoid,  chills,  vomiting,  fatigue,  high_fever","Disease: Hepatitis C, Symptoms: Typhoid,  chills,  vomiting,  fatigue,  high_fever, Medication: ['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant'], Diet: ['Hepatitis C Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
Hepatitis C,Hepatitis C is a viral infection that causes liver inflammation.,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']","['Hepatitis C Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Avoid alcohol and caffeine,Consult nearest hospital,vaccination,eat healthy,medication,"Typhoid,  chills,  vomiting,  fatigue,  high_fever","Disease: Hepatitis C, Symptoms: Typhoid,  chills,  vomiting,  fatigue,  high_fever, Medication: ['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant'], Diet: ['Hepatitis C Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
Hepatitis C,Hepatitis C is a viral infection that causes liver inflammation.,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']","['Hepatitis C Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Include vitamin C-rich foods,Consult nearest hospital,vaccination,eat healthy,medication,"Typhoid,  chills,  vomiting,  fatigue,  high_fever","Disease: Hepatitis C, Symptoms: Typhoid,  chills,  vomiting,  fatigue,  high_fever, Medication: ['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant'], Diet: ['Hepatitis C Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
Hepatitis C,Hepatitis C is a viral infection that causes liver inflammation.,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']","['Hepatitis C Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Consult a healthcare professional,Consult nearest hospital,vaccination,eat healthy,medication,"Typhoid,  chills,  vomiting,  fatigue,  high_fever","Disease: Hepatitis C, Symptoms: Typhoid,  chills,  vomiting,  fatigue,  high_fever, Medication: ['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant'], Diet: ['Hepatitis C Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
Hepatitis C,Hepatitis C is a viral infection that causes liver inflammation.,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']","['Hepatitis C Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Rest and conserve energy,Consult nearest hospital,vaccination,eat healthy,medication,"Typhoid,  chills,  vomiting,  fatigue,  high_fever","Disease: Hepatitis C, Symptoms: Typhoid,  chills,  vomiting,  fatigue,  high_fever, Medication: ['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant'], Diet: ['Hepatitis C Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
Hepatitis C,Hepatitis C is a viral infection that causes liver inflammation.,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']","['Hepatitis C Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Gradually resume normal diet,Consult nearest hospital,vaccination,eat healthy,medication,"Typhoid,  chills,  fatigue,  high_fever,  headache","Disease: Hepatitis C, Symptoms: Typhoid,  chills,  fatigue,  high_fever,  headache, Medication: ['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant'], Diet: ['Hepatitis C Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
Hepatitis D,Hepatitis D is a serious liver disease caused by the hepatitis D virus.,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']","['Hepatitis D Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Follow a balanced and nutritious diet,consult doctor,medication,eat healthy,follow up,"hepatitis A,  joint_pain,  vomiting,  yellowish_skin,  dark_urine","Disease: Hepatitis D, Symptoms: hepatitis A,  joint_pain,  vomiting,  yellowish_skin,  dark_urine, Medication: ['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant'], Diet: ['Hepatitis D Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
Hepatitis D,Hepatitis D is a serious liver disease caused by the hepatitis D virus.,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']","['Hepatitis D Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Stay hydrated,consult doctor,medication,eat healthy,follow up,"hepatitis A,  joint_pain,  vomiting,  yellowish_skin,  dark_urine","Disease: Hepatitis D, Symptoms: hepatitis A,  joint_pain,  vomiting,  yellowish_skin,  dark_urine, Medication: ['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant'], Diet: ['Hepatitis D Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
Hepatitis D,Hepatitis D is a serious liver disease caused by the hepatitis D virus.,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']","['Hepatitis D Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Include protein-rich foods,consult doctor,medication,eat healthy,follow up,"hepatitis A,  vomiting,  yellowish_skin,  dark_urine,  nausea","Disease: Hepatitis D, Symptoms: hepatitis A,  vomiting,  yellowish_skin,  dark_urine,  nausea, Medication: ['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant'], Diet: ['Hepatitis D Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
Hepatitis D,Hepatitis D is a serious liver disease caused by the hepatitis D virus.,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']","['Hepatitis D Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Consume nutrient-rich foods,consult doctor,medication,eat healthy,follow up,"hepatitis A,  joint_pain,  yellowish_skin,  dark_urine,  nausea","Disease: Hepatitis D, Symptoms: hepatitis A,  joint_pain,  yellowish_skin,  dark_urine,  nausea, Medication: ['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant'], Diet: ['Hepatitis D Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
Hepatitis D,Hepatitis D is a serious liver disease caused by the hepatitis D virus.,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']","['Hepatitis D Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Limit fatty foods,consult doctor,medication,eat healthy,follow up,"hepatitis A,  joint_pain,  vomiting,  dark_urine,  nausea","Disease: Hepatitis D, Symptoms: hepatitis A,  joint_pain,  vomiting,  dark_urine,  nausea, Medication: ['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant'], Diet: ['Hepatitis D Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
Hepatitis D,Hepatitis D is a serious liver disease caused by the hepatitis D virus.,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']","['Hepatitis D Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Avoid alcohol and caffeine,consult doctor,medication,eat healthy,follow up,"hepatitis A,  joint_pain,  vomiting,  yellowish_skin,  nausea","Disease: Hepatitis D, Symptoms: hepatitis A,  joint_pain,  vomiting,  yellowish_skin,  nausea, Medication: ['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant'], Diet: ['Hepatitis D Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
Hepatitis D,Hepatitis D is a serious liver disease caused by the hepatitis D virus.,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']","['Hepatitis D Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Include vitamin C-rich foods,consult doctor,medication,eat healthy,follow up,"hepatitis A,  joint_pain,  vomiting,  yellowish_skin,  dark_urine","Disease: Hepatitis D, Symptoms: hepatitis A,  joint_pain,  vomiting,  yellowish_skin,  dark_urine, Medication: ['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant'], Diet: ['Hepatitis D Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
Hepatitis D,Hepatitis D is a serious liver disease caused by the hepatitis D virus.,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']","['Hepatitis D Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Consult a healthcare professional,consult doctor,medication,eat healthy,follow up,"hepatitis A,  joint_pain,  vomiting,  yellowish_skin,  dark_urine","Disease: Hepatitis D, Symptoms: hepatitis A,  joint_pain,  vomiting,  yellowish_skin,  dark_urine, Medication: ['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant'], Diet: ['Hepatitis D Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
Hepatitis D,Hepatitis D is a serious liver disease caused by the hepatitis D virus.,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']","['Hepatitis D Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Rest and conserve energy,consult doctor,medication,eat healthy,follow up,"hepatitis A,  joint_pain,  vomiting,  yellowish_skin,  dark_urine","Disease: Hepatitis D, Symptoms: hepatitis A,  joint_pain,  vomiting,  yellowish_skin,  dark_urine, Medication: ['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant'], Diet: ['Hepatitis D Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
Hepatitis D,Hepatitis D is a serious liver disease caused by the hepatitis D virus.,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']","['Hepatitis D Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Gradually resume normal diet,consult doctor,medication,eat healthy,follow up,"hepatitis A,  joint_pain,  vomiting,  yellowish_skin,  dark_urine","Disease: Hepatitis D, Symptoms: hepatitis A,  joint_pain,  vomiting,  yellowish_skin,  dark_urine, Medication: ['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant'], Diet: ['Hepatitis D Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
Hepatitis E,Hepatitis E is a viral infection that causes liver inflammation.,"['Alcohol cessation', 'Corticosteroids', 'IV fluids', 'Liver transplant', 'Nutritional support']","['Hepatitis E Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Stay hydrated,stop alcohol consumption,rest,consult doctor,medication,"Hepatitis B, itching,  fatigue,  lethargy,  yellowish_skin","Disease: Hepatitis E, Symptoms: Hepatitis B, itching,  fatigue,  lethargy,  yellowish_skin, Medication: ['Alcohol cessation', 'Corticosteroids', 'IV fluids', 'Liver transplant', 'Nutritional support'], Diet: ['Hepatitis E Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
Hepatitis E,Hepatitis E is a viral infection that causes liver inflammation.,"['Alcohol cessation', 'Corticosteroids', 'IV fluids', 'Liver transplant', 'Nutritional support']","['Hepatitis E Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Consume nutrient-rich foods,stop alcohol consumption,rest,consult doctor,medication,"Hepatitis B, itching,  fatigue,  lethargy,  yellowish_skin","Disease: Hepatitis E, Symptoms: Hepatitis B, itching,  fatigue,  lethargy,  yellowish_skin, Medication: ['Alcohol cessation', 'Corticosteroids', 'IV fluids', 'Liver transplant', 'Nutritional support'], Diet: ['Hepatitis E Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
Hepatitis E,Hepatitis E is a viral infection that causes liver inflammation.,"['Alcohol cessation', 'Corticosteroids', 'IV fluids', 'Liver transplant', 'Nutritional support']","['Hepatitis E Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Include protein-rich foods,stop alcohol consumption,rest,consult doctor,medication,"Hepatitis B,  fatigue,  lethargy,  yellowish_skin,  dark_urine","Disease: Hepatitis E, Symptoms: Hepatitis B,  fatigue,  lethargy,  yellowish_skin,  dark_urine, Medication: ['Alcohol cessation', 'Corticosteroids', 'IV fluids', 'Liver transplant', 'Nutritional support'], Diet: ['Hepatitis E Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
Hepatitis E,Hepatitis E is a viral infection that causes liver inflammation.,"['Alcohol cessation', 'Corticosteroids', 'IV fluids', 'Liver transplant', 'Nutritional support']","['Hepatitis E Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']",Consume easily digestible foods,stop alcohol consumption,rest,consult doctor,medication,"Hepatitis B, itching,  lethargy,  yellowish_skin,  dark_urine","Disease: Hepatitis E, Symptoms: Hepatitis B, itching,  lethargy,  yellowish_skin,  dark_urine, Medication: ['Alcohol cessation', 'Corticosteroids', 'IV fluids', 'Liver transplant', 'Nutritional support'], Diet: ['Hepatitis E Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']"
