Disease,Description,Medication,Diet,workout,Precaution_1,Precaution_2,Precaution_3,Precaution_4,Symptoms,Information
Viêm gan d,Viêm gan D là một bệnh gan nghiêm trọng do virus viêm gan D gây ra.,"['Thuốc kháng vi -rút', 'Chất lỏng IV', 'truyền máu', 'truyền tiểu cầu', 'ghép gan']]]]]",.,Hạn chế thực phẩm béo,Tham khảo ý kiến ​​bác sĩ,thuốc,Ăn uống lành mạnh,Theo dõi,"Viêm gan A, khớp_pain, nôn mửa, tối_urine, buồn nôn","Bệnh: Viêm gan D, Triệu chứng: Viêm gan A, khớp_Pain, nôn mửa, tối, buồn nôn, thuốc: ['Thuốc chống vi -rút', 'IV IV' 'Chế độ ăn kiêng viêm gan D', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]]]]"
Viêm gan d,Viêm gan D là một bệnh gan nghiêm trọng do virus viêm gan D gây ra.,"['Thuốc kháng vi -rút', 'Chất lỏng IV', 'truyền máu', 'truyền tiểu cầu', 'ghép gan']]]]]",.,Tránh rượu và caffeine,Tham khảo ý kiến ​​bác sĩ,thuốc,Ăn uống lành mạnh,Theo dõi,"Viêm gan A, khớp_pain, nôn mửa, vàng_skin, buồn nôn","Bệnh: Viêm gan D, triệu chứng: Viêm gan A, khớp_pain, nôn mửa, vàng, buồn nôn, thuốc: ['thuốc chống vi -rút', 'IV IV' 'Chế độ ăn kiêng viêm gan D', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]]]]"
Viêm gan d,Viêm gan D là một bệnh gan nghiêm trọng do virus viêm gan D gây ra.,"['Thuốc kháng vi -rút', 'Chất lỏng IV', 'truyền máu', 'truyền tiểu cầu', 'ghép gan']]]]]",.,Bao gồm thực phẩm giàu vitamin C,Tham khảo ý kiến ​​bác sĩ,thuốc,Ăn uống lành mạnh,Theo dõi,"Viêm gan A, khớp_pain, nôn mửa, vàng_skin, dark_urine","Bệnh: Viêm gan D, Triệu chứng: Viêm gan A, khớp_pain, nôn mửa, vàng_skin, tối_urine, thuốc: ['Thuốc chống vi -rút', 'IV IV' 'Chế độ ăn kiêng viêm gan D', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]]]]"
Viêm gan d,Viêm gan D là một bệnh gan nghiêm trọng do virus viêm gan D gây ra.,"['Thuốc kháng vi -rút', 'Chất lỏng IV', 'truyền máu', 'truyền tiểu cầu', 'ghép gan']]]]]",.,Tham khảo ý kiến ​​chuyên gia chăm sóc sức khỏe,Tham khảo ý kiến ​​bác sĩ,thuốc,Ăn uống lành mạnh,Theo dõi,"Viêm gan A, khớp_pain, nôn mửa, vàng_skin, dark_urine","Bệnh: Viêm gan D, Triệu chứng: Viêm gan A, khớp_pain, nôn mửa, vàng_skin, tối_urine, thuốc: ['Thuốc chống vi -rút', 'IV IV' 'Chế độ ăn kiêng viêm gan D', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]]]]"
Viêm gan d,Viêm gan D là một bệnh gan nghiêm trọng do virus viêm gan D gây ra.,"['Thuốc kháng vi -rút', 'Chất lỏng IV', 'truyền máu', 'truyền tiểu cầu', 'ghép gan']]]]]",.,Nghỉ ngơi và bảo tồn năng lượng,Tham khảo ý kiến ​​bác sĩ,thuốc,Ăn uống lành mạnh,Theo dõi,"Viêm gan A, khớp_pain, nôn mửa, vàng_skin, dark_urine","Bệnh: Viêm gan D, Triệu chứng: Viêm gan A, khớp_pain, nôn mửa, vàng_skin, tối_urine, thuốc: ['Thuốc chống vi -rút', 'IV IV' 'Chế độ ăn kiêng viêm gan D', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]]]]"
Viêm gan d,Viêm gan D là một bệnh gan nghiêm trọng do virus viêm gan D gây ra.,"['Thuốc kháng vi -rút', 'Chất lỏng IV', 'truyền máu', 'truyền tiểu cầu', 'ghép gan']]]]]",.,Dần dần tiếp tục chế độ ăn uống bình thường,Tham khảo ý kiến ​​bác sĩ,thuốc,Ăn uống lành mạnh,Theo dõi,"Viêm gan A, khớp_pain, nôn mửa, vàng_skin, dark_urine","Bệnh: Viêm gan D, Triệu chứng: Viêm gan A, khớp_pain, nôn mửa, vàng_skin, tối_urine, thuốc: ['Thuốc chống vi -rút', 'IV IV' 'Chế độ ăn kiêng viêm gan D', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]]]]"
Viêm gan e,Viêm gan E là một bệnh nhiễm virus gây viêm gan.,.,"['Chế độ ăn uống ở gan E', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]]",Giữ nước,Ngừng tiêu thụ rượu,nghỉ ngơi,Tham khảo ý kiến ​​bác sĩ,thuốc,"Viêm gan B, ngứa, mệt mỏi, thờ ơ, vàng_skin","Bệnh: Viêm gan E, triệu chứng: Viêm gan B, ngứa, mệt mỏi, thờ ơ, Yellowish_skin, thuốc: ['cai rượu', 'corticosteroid', 'IV chất lỏng', 'ghép gan', 'hỗ trợ dinh dưỡng', chế độ ăn uống: [' Chế độ ăn kiêng viêm gan E ',' Chế độ ăn nhiều calo ',' thực phẩm mềm và nhạt nhẽo ',' hydrat hóa ',' thực phẩm giàu protein ']]]]]]]"
Viêm gan e,Viêm gan E là một bệnh nhiễm virus gây viêm gan.,.,"['Chế độ ăn uống ở gan E', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]]",Tiêu thụ thực phẩm giàu chất dinh dưỡng,Ngừng tiêu thụ rượu,nghỉ ngơi,Tham khảo ý kiến ​​bác sĩ,thuốc,"Viêm gan B, ngứa, mệt mỏi, thờ ơ, vàng_skin","Bệnh: Viêm gan E, triệu chứng: Viêm gan B, ngứa, mệt mỏi, thờ ơ, Yellowish_skin, thuốc: ['cai rượu', 'corticosteroid', 'IV chất lỏng', 'ghép gan', 'hỗ trợ dinh dưỡng', chế độ ăn uống: [' Chế độ ăn kiêng viêm gan E ',' Chế độ ăn nhiều calo ',' thực phẩm mềm và nhạt nhẽo ',' hydrat hóa ',' thực phẩm giàu protein ']]]]]]]"
Viêm gan e,Viêm gan E là một bệnh nhiễm virus gây viêm gan.,.,"['Chế độ ăn uống ở gan E', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]]",Bao gồm thực phẩm giàu protein,Ngừng tiêu thụ rượu,nghỉ ngơi,Tham khảo ý kiến ​​bác sĩ,thuốc,"Viêm gan B, mệt mỏi, thờ ơ, vàng_skin, Dark_urine","Bệnh: Viêm gan E, Triệu chứng: Viêm gan B, Mệt mỏi, Lethargy, Yellowish_skin, Dark_urine, Thuốc: ['Cessation', 'Corticosteroid', 'IV IV' Chế độ ăn kiêng viêm gan E ',' Chế độ ăn nhiều calo ',' thực phẩm mềm và nhạt nhẽo ',' hydrat hóa ',' thực phẩm giàu protein ']]]]]]]"
Viêm gan e,Viêm gan E là một bệnh nhiễm virus gây viêm gan.,.,"['Chế độ ăn uống ở gan E', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]]",Tiêu thụ thực phẩm dễ tiêu hóa,Ngừng tiêu thụ rượu,nghỉ ngơi,Tham khảo ý kiến ​​bác sĩ,thuốc,"Viêm gan B, ngứa, thờ ơ, vàng_skin, Dark_urine","Bệnh: Viêm gan E, Triệu chứng: Viêm gan B, Ngứa, Lethargy, Yellowish_Skin, Dark_urine, Thuốc: ['Cessation', 'Corticosteroid', 'IV IV' Chế độ ăn kiêng viêm gan E ',' Chế độ ăn nhiều calo ',' thực phẩm mềm và nhạt nhẽo ',' hydrat hóa ',' thực phẩm giàu protein ']]]]]]]"
Viêm gan e,Viêm gan E là một bệnh nhiễm virus gây viêm gan.,.,"['Chế độ ăn uống ở gan E', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]]",Hạn chế thực phẩm béo,Ngừng tiêu thụ rượu,nghỉ ngơi,Tham khảo ý kiến ​​bác sĩ,thuốc,"Viêm gan B, ngứa, mệt mỏi, vàng_skin, Dark_urine","Bệnh: Viêm gan E, triệu chứng: Viêm gan B, ngứa, mệt mỏi, vàng Chế độ ăn kiêng viêm gan E ',' Chế độ ăn nhiều calo ',' thực phẩm mềm và nhạt nhẽo ',' hydrat hóa ',' thực phẩm giàu protein ']]]]]]]"
Viêm gan e,Viêm gan E là một bệnh nhiễm virus gây viêm gan.,.,"['Chế độ ăn uống ở gan E', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]]",Tránh rượu và caffeine,Ngừng tiêu thụ rượu,nghỉ ngơi,Tham khảo ý kiến ​​bác sĩ,thuốc,"Viêm gan B, ngứa, mệt mỏi, thờ ơ, tối_urine","Bệnh: Viêm gan E, triệu chứng: Viêm gan B, ngứa, mệt mỏi, thờ ơ, tối_urine, thuốc: ['cai rượu', 'corticosteroid', 'IV chất lỏng', 'ghép gan', 'hỗ trợ dinh dưỡng'], chế độ ăn uống: [' Chế độ ăn kiêng viêm gan E ',' Chế độ ăn nhiều calo ',' thực phẩm mềm và nhạt nhẽo ',' hydrat hóa ',' thực phẩm giàu protein ']]]]]]]"
Viêm gan e,Viêm gan E là một bệnh nhiễm virus gây viêm gan.,.,"['Chế độ ăn uống ở gan E', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]]",Bao gồm thực phẩm giàu vitamin C,Ngừng tiêu thụ rượu,nghỉ ngơi,Tham khảo ý kiến ​​bác sĩ,thuốc,"Viêm gan B, ngứa, mệt mỏi, thờ ơ, vàng_skin","Bệnh: Viêm gan E, triệu chứng: Viêm gan B, ngứa, mệt mỏi, thờ ơ, Yellowish_skin, thuốc: ['cai rượu', 'corticosteroid', 'IV chất lỏng', 'ghép gan', 'hỗ trợ dinh dưỡng', chế độ ăn uống: [' Chế độ ăn kiêng viêm gan E ',' Chế độ ăn nhiều calo ',' thực phẩm mềm và nhạt nhẽo ',' hydrat hóa ',' thực phẩm giàu protein ']]]]]]]"
Viêm gan e,Viêm gan E là một bệnh nhiễm virus gây viêm gan.,.,"['Chế độ ăn uống ở gan E', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]]",Tham khảo ý kiến ​​chuyên gia chăm sóc sức khỏe,Ngừng tiêu thụ rượu,nghỉ ngơi,Tham khảo ý kiến ​​bác sĩ,thuốc,"Viêm gan B, ngứa, mệt mỏi, thờ ơ, vàng_skin","Bệnh: Viêm gan E, triệu chứng: Viêm gan B, ngứa, mệt mỏi, thờ ơ, Yellowish_skin, thuốc: ['cai rượu', 'corticosteroid', 'IV chất lỏng', 'ghép gan', 'hỗ trợ dinh dưỡng', chế độ ăn uống: [' Chế độ ăn kiêng viêm gan E ',' Chế độ ăn nhiều calo ',' thực phẩm mềm và nhạt nhẽo ',' hydrat hóa ',' thực phẩm giàu protein ']]]]]]]"
Viêm gan e,Viêm gan E là một bệnh nhiễm virus gây viêm gan.,.,"['Chế độ ăn uống ở gan E', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]]",Nghỉ ngơi và bảo tồn năng lượng,Ngừng tiêu thụ rượu,nghỉ ngơi,Tham khảo ý kiến ​​bác sĩ,thuốc,"Viêm gan B, ngứa, mệt mỏi, thờ ơ, vàng_skin","Bệnh: Viêm gan E, triệu chứng: Viêm gan B, ngứa, mệt mỏi, thờ ơ, Yellowish_skin, thuốc: ['cai rượu', 'corticosteroid', 'IV chất lỏng', 'ghép gan', 'hỗ trợ dinh dưỡng', chế độ ăn uống: [' Chế độ ăn kiêng viêm gan E ',' Chế độ ăn nhiều calo ',' thực phẩm mềm và nhạt nhẽo ',' hydrat hóa ',' thực phẩm giàu protein ']]]]]]]"
Viêm gan e,Viêm gan E là một bệnh nhiễm virus gây viêm gan.,.,"['Chế độ ăn uống ở gan E', 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]]",Dần dần tiếp tục chế độ ăn uống bình thường,Ngừng tiêu thụ rượu,nghỉ ngơi,Tham khảo ý kiến ​​bác sĩ,thuốc,"Viêm gan B, ngứa, mệt mỏi, thờ ơ, vàng_skin","Bệnh: Viêm gan E, triệu chứng: Viêm gan B, ngứa, mệt mỏi, thờ ơ, Yellowish_skin, thuốc: ['cai rượu', 'corticosteroid', 'IV chất lỏng', 'ghép gan', 'hỗ trợ dinh dưỡng', chế độ ăn uống: [' Chế độ ăn kiêng viêm gan E ',' Chế độ ăn nhiều calo ',' thực phẩm mềm và nhạt nhẽo ',' hydrat hóa ',' thực phẩm giàu protein ']]]]]]]"
Viêm gan do rượu,Viêm gan do rượu là viêm gan do tiêu thụ rượu.,"['Kháng sinh', 'isoniazid', 'rifampin', 'ethambutol', 'pyrazinamide']]]]]]]]]]","['Chế độ ăn uống lành mạnh ở gan', 'chế độ ăn ít chất béo', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'protein nạc']]]]",Tránh tiêu thụ rượu,Ngừng tiêu thụ rượu,Tham khảo ý kiến ​​bác sĩ,thuốc,Theo dõi,"Viêm gan C, mệt mỏi, vàng_skin, buồn nôn, mất_of_appetite","Bệnh: viêm gan do rượu, triệu chứng: viêm gan C, mệt mỏi, vàng_skin, buồn nôn, mất_of_appetite, thuốc: ['kháng sinh', 'isoniazid', 'rifampin', 'ethambutol' ',' Chế độ ăn ít chất béo ',' trái cây và rau quả ',' ngũ cốc toàn bộ ',' protein nạc ']]]]"
Viêm gan do rượu,Viêm gan do rượu là viêm gan do tiêu thụ rượu.,"['Kháng sinh', 'isoniazid', 'rifampin', 'ethambutol', 'pyrazinamide']]]]]]]]]]","['Chế độ ăn uống lành mạnh ở gan', 'chế độ ăn ít chất béo', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'protein nạc']]]]",Thực hiện theo một chế độ ăn uống cân bằng và bổ dưỡng,Ngừng tiêu thụ rượu,Tham khảo ý kiến ​​bác sĩ,thuốc,Theo dõi,"Viêm gan C, mệt mỏi, vàng_skin, buồn nôn, mất_of_appetite","Bệnh: viêm gan do rượu, triệu chứng: viêm gan C, mệt mỏi, vàng_skin, buồn nôn, mất_of_appetite, thuốc: ['kháng sinh', 'isoniazid', 'rifampin', 'ethambutol' ',' Chế độ ăn ít chất béo ',' trái cây và rau quả ',' ngũ cốc toàn bộ ',' protein nạc ']]]]"
Viêm gan do rượu,Viêm gan do rượu là viêm gan do tiêu thụ rượu.,"['Kháng sinh', 'isoniazid', 'rifampin', 'ethambutol', 'pyrazinamide']]]]]]]]]]","['Chế độ ăn uống lành mạnh ở gan', 'chế độ ăn ít chất béo', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'protein nạc']]]]",Giữ nước,Ngừng tiêu thụ rượu,Tham khảo ý kiến ​​bác sĩ,thuốc,Theo dõi,"Viêm gan C, Yellowish_skin, buồn nôn, mất_of_appetite, Yellowing_of_eyes","Bệnh: Viêm gan do rượu, Triệu chứng: Viêm gan C, Yellowish_skin, buồn nôn, mất_of_appetite, Yellowing_of_eyes, Thuốc: ['Thuốc kháng sinh', 'isoniazid', 'Rifampin', 'Ethambutol' ',' Chế độ ăn ít chất béo ',' trái cây và rau quả ',' ngũ cốc toàn bộ ',' protein nạc ']]]]"
Viêm gan do rượu,Viêm gan do rượu là viêm gan do tiêu thụ rượu.,"['Kháng sinh', 'isoniazid', 'rifampin', 'ethambutol', 'pyrazinamide']]]]]]]]]]","['Chế độ ăn uống lành mạnh ở gan', 'chế độ ăn ít chất béo', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'protein nạc']]]]",Tiêu thụ thực phẩm giàu chất dinh dưỡng,Ngừng tiêu thụ rượu,Tham khảo ý kiến ​​bác sĩ,thuốc,Theo dõi,"Viêm gan C, mệt mỏi, buồn nôn, mất_of_appetite, Yellowing_of_eyes","Bệnh: viêm gan do rượu, triệu chứng: Viêm gan C, mệt mỏi, buồn nôn, mất_of_appetite, Yellowing_of_eyes, Thuốc: ['Kháng sinh', 'isoniazid', 'Rifampin', 'Ethambutol' ',' Chế độ ăn ít chất béo ',' trái cây và rau quả ',' ngũ cốc toàn bộ ',' protein nạc ']]]]"
Viêm gan do rượu,Viêm gan do rượu là viêm gan do tiêu thụ rượu.,"['Kháng sinh', 'isoniazid', 'rifampin', 'ethambutol', 'pyrazinamide']]]]]]]]]]","['Chế độ ăn uống lành mạnh ở gan', 'chế độ ăn ít chất béo', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'protein nạc']]]]",Bao gồm thực phẩm giàu protein,Ngừng tiêu thụ rượu,Tham khảo ý kiến ​​bác sĩ,thuốc,Theo dõi,"Viêm gan C, Mệt mỏi, Yellowish_skin, Loss_of_appetite, Yellowing_of_eyes","Bệnh: Viêm gan do rượu, triệu chứng: Viêm gan C, Mệt mỏi, Yellowish_skin, Lose_Of_Appetite, Yellowing_of_eyes, Thuốc: ['Thuốc kháng sinh', 'isoniazid', 'Rifampin', 'Ethambutol' ',' Chế độ ăn ít chất béo ',' trái cây và rau quả ',' ngũ cốc toàn bộ ',' protein nạc ']]]]"
Viêm gan do rượu,Viêm gan do rượu là viêm gan do tiêu thụ rượu.,"['Kháng sinh', 'isoniazid', 'rifampin', 'ethambutol', 'pyrazinamide']]]]]]]]]]","['Chế độ ăn uống lành mạnh ở gan', 'chế độ ăn ít chất béo', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'protein nạc']]]]",Hạn chế thực phẩm béo,Ngừng tiêu thụ rượu,Tham khảo ý kiến ​​bác sĩ,thuốc,Theo dõi,"Viêm gan C, Mệt mỏi, Yellowish_skin, buồn nôn, Yellowing_of_eyes","Bệnh: viêm gan do rượu, triệu chứng: viêm gan C, mệt mỏi, vàng_skin, buồn nôn, vàng_of_eyes, thuốc: ['kháng sinh', 'isoniazid', 'rifampin', 'ethambutol' ',' Chế độ ăn ít chất béo ',' trái cây và rau quả ',' ngũ cốc toàn bộ ',' protein nạc ']]]]"
Viêm gan do rượu,Viêm gan do rượu là viêm gan do tiêu thụ rượu.,"['Kháng sinh', 'isoniazid', 'rifampin', 'ethambutol', 'pyrazinamide']]]]]]]]]]","['Chế độ ăn uống lành mạnh ở gan', 'chế độ ăn ít chất béo', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'protein nạc']]]]",Bao gồm các chất chống oxy hóa,Ngừng tiêu thụ rượu,Tham khảo ý kiến ​​bác sĩ,thuốc,Theo dõi,"Viêm gan C, mệt mỏi, vàng_skin, buồn nôn, mất_of_appetite","Bệnh: viêm gan do rượu, triệu chứng: viêm gan C, mệt mỏi, vàng_skin, buồn nôn, mất_of_appetite, thuốc: ['kháng sinh', 'isoniazid', 'rifampin', 'ethambutol' ',' Chế độ ăn ít chất béo ',' trái cây và rau quả ',' ngũ cốc toàn bộ ',' protein nạc ']]]]"
Viêm gan do rượu,Viêm gan do rượu là viêm gan do tiêu thụ rượu.,"['Kháng sinh', 'isoniazid', 'rifampin', 'ethambutol', 'pyrazinamide']]]]]]]]]]","['Chế độ ăn uống lành mạnh ở gan', 'chế độ ăn ít chất béo', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'protein nạc']]]]",Tham khảo ý kiến ​​chuyên gia chăm sóc sức khỏe,Ngừng tiêu thụ rượu,Tham khảo ý kiến ​​bác sĩ,thuốc,Theo dõi,"Viêm gan C, mệt mỏi, vàng_skin, buồn nôn, mất_of_appetite","Bệnh: viêm gan do rượu, triệu chứng: viêm gan C, mệt mỏi, vàng_skin, buồn nôn, mất_of_appetite, thuốc: ['kháng sinh', 'isoniazid', 'rifampin', 'ethambutol' ',' Chế độ ăn ít chất béo ',' trái cây và rau quả ',' ngũ cốc toàn bộ ',' protein nạc ']]]]"
Viêm gan do rượu,Viêm gan do rượu là viêm gan do tiêu thụ rượu.,"['Kháng sinh', 'isoniazid', 'rifampin', 'ethambutol', 'pyrazinamide']]]]]]]]]]","['Chế độ ăn uống lành mạnh ở gan', 'chế độ ăn ít chất béo', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'protein nạc']]]]",Nghỉ ngơi và bảo tồn năng lượng,Ngừng tiêu thụ rượu,Tham khảo ý kiến ​​bác sĩ,thuốc,Theo dõi,"Viêm gan C, mệt mỏi, vàng_skin, buồn nôn, mất_of_appetite","Bệnh: viêm gan do rượu, triệu chứng: viêm gan C, mệt mỏi, vàng_skin, buồn nôn, mất_of_appetite, thuốc: ['kháng sinh', 'isoniazid', 'rifampin', 'ethambutol' ',' Chế độ ăn ít chất béo ',' trái cây và rau quả ',' ngũ cốc toàn bộ ',' protein nạc ']]]]"
Viêm gan do rượu,Viêm gan do rượu là viêm gan do tiêu thụ rượu.,"['Kháng sinh', 'isoniazid', 'rifampin', 'ethambutol', 'pyrazinamide']]]]]]]]]]","['Chế độ ăn uống lành mạnh ở gan', 'chế độ ăn ít chất béo', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'protein nạc']]]]",Dần dần tiếp tục chế độ ăn uống bình thường,Ngừng tiêu thụ rượu,Tham khảo ý kiến ​​bác sĩ,thuốc,Theo dõi,"Viêm gan C, mệt mỏi, vàng_skin, buồn nôn, mất_of_appetite","Bệnh: viêm gan do rượu, triệu chứng: viêm gan C, mệt mỏi, vàng_skin, buồn nôn, mất_of_appetite, thuốc: ['kháng sinh', 'isoniazid', 'rifampin', 'ethambutol' ',' Chế độ ăn ít chất béo ',' trái cây và rau quả ',' ngũ cốc toàn bộ ',' protein nạc ']]]]"
Bệnh lao,Bệnh lao là một bệnh nhiễm trùng do vi khuẩn chủ yếu ảnh hưởng đến phổi.,"['Thuốc chống đối', 'Thuốc thông minh', 'Chất ức chế ho', 'thuốc kháng histamine', 'người giảm đau']]]]]]",.,Tiêu thụ chế độ ăn nhiều protein,che miệng,Tham khảo ý kiến ​​bác sĩ,thuốc,nghỉ ngơi,"Viêm gan D, khớp_pain, nôn mửa, mệt mỏi, vàng_skin","Bệnh: bệnh lao, triệu chứng: Viêm gan D, khớp_pain, nôn mửa, mệt mỏi, vàng_skin, thuốc: ['Antipyretic', 'thuốc thốt', 'thuốc ức chế ho', 'thuốc kháng histamines', 'thuốc giảm đau'] , 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]"
Bệnh lao,Bệnh lao là một bệnh nhiễm trùng do vi khuẩn chủ yếu ảnh hưởng đến phổi.,"['Thuốc chống đối', 'Thuốc thông minh', 'Chất ức chế ho', 'thuốc kháng histamine', 'người giảm đau']]]]]]",.,Bao gồm thực phẩm giàu chất dinh dưỡng,che miệng,Tham khảo ý kiến ​​bác sĩ,thuốc,nghỉ ngơi,"Viêm gan D, nôn mửa, mệt mỏi, vàng_skin, Dark_urine","Bệnh: bệnh lao, triệu chứng: Viêm gan D, nôn mửa, mệt mỏi, vàng_skin, tối_urine, thuốc: ['Antipyretic', 'thuốc giảm đau', 'thuốc ức chế ho', 'thuốc kháng histamines', 'thuốc giảm đau', chế độ ăn uống: [' , 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]"
Bệnh lao,Bệnh lao là một bệnh nhiễm trùng do vi khuẩn chủ yếu ảnh hưởng đến phổi.,"['Thuốc chống đối', 'Thuốc thông minh', 'Chất ức chế ho', 'thuốc kháng histamine', 'người giảm đau']]]]]]",.,Giữ nước,che miệng,Tham khảo ý kiến ​​bác sĩ,thuốc,nghỉ ngơi,"Viêm gan D, khớp_pain, mệt mỏi, vàng_skin, dark_urine","Bệnh: bệnh lao, triệu chứng: Viêm gan D, khớp_pain, mệt mỏi, vàng_skin, tối_urine, thuốc: ['Antipyretic', 'Thuốc thu tiết', 'thuốc ức chế ho', 'Antihistamines', 'thuốc giảm đau', chế độ ăn uống: [' , 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]"
Bệnh lao,Bệnh lao là một bệnh nhiễm trùng do vi khuẩn chủ yếu ảnh hưởng đến phổi.,"['Thuốc chống đối', 'Thuốc thông minh', 'Chất ức chế ho', 'thuốc kháng histamine', 'người giảm đau']]]]]]",.,Tiêu thụ thực phẩm giàu vitamin A và C,che miệng,Tham khảo ý kiến ​​bác sĩ,thuốc,nghỉ ngơi,"Viêm gan D, khớp_pain, nôn mửa, vàng_skin, dark_urine","Bệnh: bệnh lao, triệu chứng: Viêm gan D, khớp_pain, nôn mửa, vàng_skin, tối_urine, thuốc: ['Antipyretic', 'thuốc nổ', 'thuốc ức chế ho', 'thuốc kháng histamines', 'thuốc giảm đau'] , 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]"
Bệnh lao,Bệnh lao là một bệnh nhiễm trùng do vi khuẩn chủ yếu ảnh hưởng đến phổi.,"['Thuốc chống đối', 'Thuốc thông minh', 'Chất ức chế ho', 'thuốc kháng histamine', 'người giảm đau']]]]]]",.,Bao gồm thực phẩm giàu kẽm,che miệng,Tham khảo ý kiến ​​bác sĩ,thuốc,nghỉ ngơi,"Viêm gan D, khớp_pain, nôn mửa, mệt mỏi, tối_urine","Bệnh: bệnh lao, triệu chứng: Viêm gan D, khớp_pain, nôn mửa, mệt mỏi, tối_urine, thuốc: ['Antipyretic', 'Thuốc thốt', 'thuốc ức chế ho', 'thuốc kháng histamines', 'thuốc giảm đau' , 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]"
Bệnh lao,Bệnh lao là một bệnh nhiễm trùng do vi khuẩn chủ yếu ảnh hưởng đến phổi.,"['Thuốc chống đối', 'Thuốc thông minh', 'Chất ức chế ho', 'thuốc kháng histamine', 'người giảm đau']]]]]]",.,Hạn chế thực phẩm và đồ uống có đường,che miệng,Tham khảo ý kiến ​​bác sĩ,thuốc,nghỉ ngơi,"Viêm gan D, khớp_pain, nôn mửa, mệt mỏi, vàng_skin","Bệnh: bệnh lao, triệu chứng: Viêm gan D, khớp_pain, nôn mửa, mệt mỏi, vàng_skin, thuốc: ['Antipyretic', 'thuốc thốt', 'thuốc ức chế ho', 'thuốc kháng histamines', 'thuốc giảm đau'] , 'Chế độ ăn nhiều calo', 'thực phẩm mềm và nhạt nhẽo', 'hydrat hóa', 'thực phẩm giàu protein']]]]"
